NCT Number,Study Results,Sex,Age,Study Type
NCT00102596,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01372995,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00566995,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00361296,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04160195,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00093795,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00558896,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00357396,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00923195,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01662895,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01500096,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00926796,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00326495,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00624195,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00684996,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00630396,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00003896,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03168295,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02037295,YES,ALL,ADULT,INTERVENTIONAL
NCT01124695,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00513695,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01790295,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03022396,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00136695,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00023595,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00951496,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02210195,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00039195,YES,ALL,ADULT,INTERVENTIONAL
NCT03701295,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00939770,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01629511,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01305213,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00903396,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01466595,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01829295,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01042496,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00799396,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01987596,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT02650895,YES,ALL,ADULT,INTERVENTIONAL
NCT00765895,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00937495,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00516295,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00927095,YES,FEMALE,ADULT,INTERVENTIONAL
NCT01327495,YES,MALE,ADULT,INTERVENTIONAL
NCT03856996,YES,ALL,ADULT,INTERVENTIONAL
NCT03317795,YES,FEMALE,ADULT,INTERVENTIONAL
NCT04229095,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01018095,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02420795,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01092195,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00373295,YES,ALL,ADULT,INTERVENTIONAL
NCT01878799,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01747499,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00391170,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01386970,YES,ALL,ADULT,INTERVENTIONAL
NCT01342770,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00063999,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02850276,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00632099,YES,FEMALE,ADULT,INTERVENTIONAL
NCT01688999,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03239470,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05010070,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00903370,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00149799,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00382070,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00702299,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04041570,YES,ALL,ADULT,INTERVENTIONAL
NCT00470470,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00098670,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02516670,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01895270,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00720876,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00661999,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01112670,YES,ALL,ADULT,INTERVENTIONAL
NCT00253370,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00183170,YES,ALL,ADULT,INTERVENTIONAL
NCT00515099,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01783470,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00665470,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02168270,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01828476,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00310076,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00003199,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03408899,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00003895,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02177695,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00463580,YES,ALL,ADULT,INTERVENTIONAL
NCT00258180,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01867424,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01191840,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02560324,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00601640,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02598557,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00090857,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01227980,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04025580,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04732624,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00462280,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00895180,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01086540,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00719901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03199040,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01079780,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00613080,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00889824,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01535040,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01155180,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01380080,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00042224,YES,ALL,ADULT,INTERVENTIONAL
NCT00846040,YES,ALL,ADULT,INTERVENTIONAL
NCT00826540,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01199380,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00373880,YES,ALL,ADULT,INTERVENTIONAL
NCT01445080,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01270880,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00107380,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00001880,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00416624,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00247624,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00478140,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00201240,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01722240,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00079040,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00554840,YES,ALL,ADULT,INTERVENTIONAL
NCT01277757,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02022657,YES,ALL,ADULT,INTERVENTIONAL
NCT02122380,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02533180,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00571324,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01281124,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04502524,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01964924,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00640224,YES,FEMALE,"CHILD, ADULT",INTERVENTIONAL
NCT00071032,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02225132,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00519818,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01951118,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00382018,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02803229,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02132832,YES,ALL,ADULT,INTERVENTIONAL
NCT00567229,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01083641,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00923936,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00634634,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02250534,YES,FEMALE,ADULT,INTERVENTIONAL
NCT03072134,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03382834,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00940901,YES,MALE,"CHILD, ADULT",INTERVENTIONAL
NCT01932801,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01363128,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02252536,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03041636,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00390234,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00248534,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02163434,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00727441,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00550836,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00458536,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02677701,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00448201,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00521001,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00101036,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02986334,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02332928,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02412436,YES,FEMALE,ADULT,INTERVENTIONAL
NCT00895934,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00659334,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00685334,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00659828,YES,MALE,"CHILD, ADULT",INTERVENTIONAL
NCT02192541,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02031536,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00576836,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04370834,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02097134,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00574236,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00392834,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00806234,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00596934,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00262834,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03189134,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01187901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01116401,YES,FEMALE,ADULT,INTERVENTIONAL
NCT03852901,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00301834,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00686634,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00570401,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04352101,YES,ALL,ADULT,INTERVENTIONAL
NCT00471536,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00530634,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00608634,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00617201,YES,ALL,ADULT,INTERVENTIONAL
NCT00732901,YES,ALL,ADULT,INTERVENTIONAL
NCT00068601,YES,FEMALE,ADULT,INTERVENTIONAL
NCT03444298,YES,ALL,ADULT,INTERVENTIONAL
NCT00448357,YES,ALL,ADULT,INTERVENTIONAL
NCT01256398,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01495598,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02323698,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00732498,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00116857,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01265498,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00946998,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02237898,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02311361,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00304161,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00301964,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01637961,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01002742,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00984542,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00066742,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01253642,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01736865,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02501265,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01090765,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02478489,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00872989,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00910689,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02230189,YES,ALL,ADULT,INTERVENTIONAL
NCT00176488,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00315588,YES,ALL,ADULT,INTERVENTIONAL
NCT00004980,YES,ALL,ADULT,INTERVENTIONAL
NCT04593940,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00608140,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01165840,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00886340,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02081001,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00352001,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01547780,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01101880,YES,ALL,ADULT,INTERVENTIONAL
NCT00085540,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00914940,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00807040,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00176644,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02961374,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00326781,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01117181,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01466881,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00659776,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00436644,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00332644,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00486044,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00482274,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00678574,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02840474,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00107276,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01100944,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00980044,YES,ALL,ADULT,INTERVENTIONAL
NCT04869644,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00002874,YES,MALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03118674,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04668274,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01517074,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00433381,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00217581,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00075881,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00974376,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03186781,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02016781,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02856581,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02664181,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00608881,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04716881,YES,ALL,ADULT,INTERVENTIONAL
NCT04999644,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00796744,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01227044,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00224874,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00786474,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00088881,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00354744,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01346774,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01591681,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00140244,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00958074,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02141581,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00838981,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02258074,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00389974,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00361374,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00416598,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00469144,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01468844,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02996474,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00096174,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00923481,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00929344,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00933244,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00634244,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02361944,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00089544,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00521144,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00536874,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03608774,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00183274,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04785144,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02787044,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01048944,YES,ALL,ADULT,INTERVENTIONAL
NCT03028974,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00828074,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01328574,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT05110781,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00074581,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01643044,YES,FEMALE,ADULT,INTERVENTIONAL
NCT02124044,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02437344,YES,ALL,ADULT,INTERVENTIONAL
NCT00489281,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT04733157,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00010257,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00833898,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00012298,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01290224,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00281840,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01160640,YES,FEMALE,"CHILD, ADULT",INTERVENTIONAL
NCT03459040,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00755040,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00495157,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01097057,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00170157,YES,MALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00962598,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00085098,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00574340,YES,ALL,ADULT,INTERVENTIONAL
NCT00963157,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03938857,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01588457,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01106898,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00665457,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00729157,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03029598,YES,FEMALE,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT03531840,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01206140,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00495040,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00058240,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01436357,YES,ALL,ADULT,INTERVENTIONAL
NCT00921557,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00086957,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01559857,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02068157,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01903798,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00114140,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01267240,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT01856257,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00863057,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02966340,YES,ALL,ADULT,INTERVENTIONAL
NCT01189240,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00095940,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT00651157,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00381940,YES,ALL,"CHILD, ADULT",INTERVENTIONAL
NCT01610557,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02761057,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
NCT02066298,YES,ALL,"CHILD, ADULT, OLDER_ADULT",INTERVENTIONAL
NCT00635024,YES,ALL,"ADULT, OLDER_ADULT",INTERVENTIONAL
